account-id,build-success,commit-sha,duration,end-time,end-time-utc,environment,pipeline-version,repository,sam-stack-name,stage,start-time,start-time-utc,devplatform.sam-pipelines.deployment
"999091890426",1,5029a8b00f8a8ecc42684a288a52d1d6190602d3,00:02:13,2024-09-17-16:03:02(BST),2024-09-17T15:03:02Z,production,v2.49.0,govuk-one-login/quality-engineering-dashboard,default-stack,deploy,2024-09-17-16:00:49(BST),2024-09-17T15:00:49Z,1
